สิ	C	สร	J	0	5	0	1	0.13793103448275862
สิ	C	ืฑ	H	9	6	0	1	0.126984126984127
สิ	C	ืฟ	H	7	8	0	0	0.12631578947368424
สิ	C	ณษ	A	8	8	0	0	0.21052631578947373
สิ	C	ปล	F	8	10	0	1	0.13793103448275862
สิ	C	ึฑ	C	4	8	0	0	0.21721212121212127
สิ	C	าะ	G	5	10	0	1	0.15094339622641512
สิ	C	ฯ๖	I	7	15	0	0	0.18604651162790703
สิ	C	ภ๗	F	3	7	0	0	0.21052631578947373
สิ	C	ีว	D	8	6	0	0	0.13793103448275862
สิ	C	ทั	C	4	7	0	0	0.21052631578947373
สิ	C	ยพ	L	5	11	0	1	0.0
สิ	C	า๐	I	6	9	0	0	0.1666976744186047
สิ	C	หส	H	7	10	0	0	0.13793103448275862
สิ	C	ัณ	I	6	10	0	1	0.13793103448275862
สิ	C	สฤ	G	0	12	0	0	0.18863157894736846
สิ	C	ูศ	J	8	9	0	1	0.3478260869565218
สิ	C	์ล	J	7	9	0	1	0.0
สิ	C	อถ	D	8	5	0	1	0.16666666666666669
สิ	C	ภ๏	A	5	5	0	0	0.21721212121212127
สิ	C	นช	G	9	8	0	1	0.10482758620689656
สิ	C	ยึ	D	8	8	0	1	0.28571428571428575
สิ	C	ฤ้	K	7	6	0	1	0.13793103448275862
สิ	C	ฯ๚	D	7	10	0	1	0.15094339622641512
สิ	C	ฑฺ	E	3	14	0	0	0.21721212121212127
สิ	C	ผฑ	D	5	7	0	0	0.36923076923076925
สิ	C	ณÛ	G	4	6	0	1	0.12666666666666668
สิ	C	พณ	D	5	10	0	1	0.18604651162790703
สิ	C	ฑณ	D	6	9	0	0	0.3478260869565218
สิ	C	ำล	D	8	6	0	1	0.18863157894736846
สิ	C	ฦไ	B	5	8	0	0	0.07407407407407407
สิ	C	อ๗	I	9	6	0	1	0.11764705882352944
สิ	C	ผศ	D	3	7	0	1	0.07407407407407407
สิ	C	ำ๕	H	7	6	0	1	0.15094339622641512
สิ	C	ภล	H	9	7	0	1	0.21052631578947373
สิ	C	ถ้	I	6	9	0	0	0.0
สิ	C	ษะ	D	4	8	0	0	0.21052631578947373
สิ	C	ำๆ	F	7	9	0	1	0.5513846153846155
สิ	C	ะั	E	7	14	0	1	0.15094339622641512
สิ	C	วเ	C	7	6	0	0	0.21052631578947373
สิ	C	ะบ	G	4	8	0	1	0.13793103448275862
สิ	C	ศฏ	D	7	8	0	0	0.18604651162790703
สิ	C	ฒฒ	G	6	10	0	1	0.21721212121212127
